4290786.276182268	491932.7472755283	148.57450644158382	4290784.053551805	491937.8937201297	148.6675928225167	[0.0032877133544571527, -0.006099572870468992, 2.48962485009466e-10, -0.006099572870468994, 0.012519840127537776, -4.753233645106399e-10, 2.489624850094665e-10, -4.753233645106391e-10, 0.0002544055088882311]
4290786.276182268	491932.7472755283	148.57450644158382	4290784.053551805	491937.8937201297	148.6675928225167	[0.0032877133544571527, -0.006099572870468992, 2.48962485009466e-10, -0.006099572870468994, 0.012519840127537776, -4.753233645106399e-10, 2.489624850094665e-10, -4.753233645106391e-10, 0.0002544055088882311]
4290786.276182268	491932.7472755283	148.57450644158382	4290784.053551805	491937.8937201297	148.6675928225167	[0.0032877133544571527, -0.006099572870468992, 2.48962485009466e-10, -0.006099572870468994, 0.012519840127537776, -4.753233645106399e-10, 2.489624850094665e-10, -4.753233645106391e-10, 0.0002544055088882311]
4290786.276182268	491932.7472755283	148.57450644158382	4290784.053551805	491937.8937201297	148.6675928225167	[0.0032877133544571527, -0.006099572870468992, 2.48962485009466e-10, -0.006099572870468994, 0.012519840127537776, -4.753233645106399e-10, 2.489624850094665e-10, -4.753233645106391e-10, 0.0002544055088882311]
4290786.276182268	491932.7472755283	148.57450644158382	4290784.053551805	491937.8937201297	148.6675928225167	[0.0032877133544571527, -0.006099572870468992, 2.48962485009466e-10, -0.006099572870468994, 0.012519840127537776, -4.753233645106399e-10, 2.489624850094665e-10, -4.753233645106391e-10, 0.0002544055088882311]
4290786.276182268	491932.7472755283	148.57450644158382	4290784.053551805	491937.8937201297	148.6675928225167	[0.0032877133544571527, -0.006099572870468992, 2.48962485009466e-10, -0.006099572870468994, 0.012519840127537776, -4.753233645106399e-10, 2.489624850094665e-10, -4.753233645106391e-10, 0.0002544055088882311]
4290786.276182268	491932.7472755283	148.57450644158382	4290784.053551805	491937.8937201297	148.6675928225167	[0.0032877133544571527, -0.006099572870468992, 2.48962485009466e-10, -0.006099572870468994, 0.012519840127537776, -4.753233645106399e-10, 2.489624850094665e-10, -4.753233645106391e-10, 0.0002544055088882311]
4290786.276182268	491932.7472755283	148.57450644158382	4290784.053551805	491937.8937201297	148.6675928225167	[0.0032877133544571527, -0.006099572870468992, 2.48962485009466e-10, -0.006099572870468994, 0.012519840127537776, -4.753233645106399e-10, 2.489624850094665e-10, -4.753233645106391e-10, 0.0002544055088882311]
4290786.276182268	491932.7472755283	148.57450644158382	4290784.053551805	491937.8937201297	148.6675928225167	[0.0032877133544571527, -0.006099572870468992, 2.48962485009466e-10, -0.006099572870468994, 0.012519840127537776, -4.753233645106399e-10, 2.489624850094665e-10, -4.753233645106391e-10, 0.0002544055088882311]
4290786.276182268	491932.7472755283	148.57450644158382	4290784.053551805	491937.8937201297	148.6675928225167	[0.0032877133544571527, -0.006099572870468992, 2.48962485009466e-10, -0.006099572870468994, 0.012519840127537776, -4.753233645106399e-10, 2.489624850094665e-10, -4.753233645106391e-10, 0.0002544055088882311]
4290786.276182268	491932.7472755283	148.57450644158382	4290784.053551805	491937.8937201297	148.6675928225167	[0.0032877133544571527, -0.006099572870468992, 2.48962485009466e-10, -0.006099572870468994, 0.012519840127537776, -4.753233645106399e-10, 2.489624850094665e-10, -4.753233645106391e-10, 0.0002544055088882311]
4290786.276182268	491932.7472755283	148.57450644158382	4290784.053551805	491937.8937201297	148.6675928225167	[0.0032877133544571527, -0.006099572870468992, 2.48962485009466e-10, -0.006099572870468994, 0.012519840127537776, -4.753233645106399e-10, 2.489624850094665e-10, -4.753233645106391e-10, 0.0002544055088882311]
4290786.276182268	491932.7472755283	148.57450644158382	4290784.053551805	491937.8937201297	148.6675928225167	[0.0032877133544571527, -0.006099572870468992, 2.48962485009466e-10, -0.006099572870468994, 0.012519840127537776, -4.753233645106399e-10, 2.489624850094665e-10, -4.753233645106391e-10, 0.0002544055088882311]
4290786.276182268	491932.7472755283	148.57450644158382	4290784.053551805	491937.8937201297	148.6675928225167	[0.0032877133544571527, -0.006099572870468992, 2.48962485009466e-10, -0.006099572870468994, 0.012519840127537776, -4.753233645106399e-10, 2.489624850094665e-10, -4.753233645106391e-10, 0.0002544055088882311]
4290786.276182268	491932.7472755283	148.57450644158382	4290784.053551805	491937.8937201297	148.6675928225167	[0.0032877133544571527, -0.006099572870468992, 2.48962485009466e-10, -0.006099572870468994, 0.012519840127537776, -4.753233645106399e-10, 2.489624850094665e-10, -4.753233645106391e-10, 0.0002544055088882311]
4290786.276182268	491932.7472755283	148.57450644158382	4290784.053551805	491937.8937201297	148.6675928225167	[0.0032877133544571527, -0.006099572870468992, 2.48962485009466e-10, -0.006099572870468994, 0.012519840127537776, -4.753233645106399e-10, 2.489624850094665e-10, -4.753233645106391e-10, 0.0002544055088882311]
4290786.276182268	491932.7472755283	148.57450644158382	4290784.053551805	491937.8937201297	148.6675928225167	[0.0032877133544571527, -0.006099572870468992, 2.48962485009466e-10, -0.006099572870468994, 0.012519840127537776, -4.753233645106399e-10, 2.489624850094665e-10, -4.753233645106391e-10, 0.0002544055088882311]
4290786.276182268	491932.7472755283	148.57450644158382	4290784.053551805	491937.8937201297	148.6675928225167	[0.0032877133544571527, -0.006099572870468992, 2.48962485009466e-10, -0.006099572870468994, 0.012519840127537776, -4.753233645106399e-10, 2.489624850094665e-10, -4.753233645106391e-10, 0.0002544055088882311]
4290786.276182268	491932.7472755283	148.57450644158382	4290784.053551805	491937.8937201297	148.6675928225167	[0.0032877133544571527, -0.006099572870468992, 2.48962485009466e-10, -0.006099572870468994, 0.012519840127537776, -4.753233645106399e-10, 2.489624850094665e-10, -4.753233645106391e-10, 0.0002544055088882311]
4290786.276182268	491932.7472755283	148.57450644158382	4290784.053551805	491937.8937201297	148.6675928225167	[0.0032877133544571527, -0.006099572870468992, 2.48962485009466e-10, -0.006099572870468994, 0.012519840127537776, -4.753233645106399e-10, 2.489624850094665e-10, -4.753233645106391e-10, 0.0002544055088882311]
4290786.276182268	491932.7472755283	148.57450644158382	4290784.053551805	491937.8937201297	148.6675928225167	[0.0032877133544571527, -0.006099572870468992, 2.48962485009466e-10, -0.006099572870468994, 0.012519840127537776, -4.753233645106399e-10, 2.489624850094665e-10, -4.753233645106391e-10, 0.0002544055088882311]
4290786.276182268	491932.7472755283	148.57450644158382	4290784.053551805	491937.8937201297	148.6675928225167	[0.0032877133544571527, -0.006099572870468992, 2.48962485009466e-10, -0.006099572870468994, 0.012519840127537776, -4.753233645106399e-10, 2.489624850094665e-10, -4.753233645106391e-10, 0.0002544055088882311]
4290786.276182268	491932.7472755283	148.57450644158382	4290784.053551805	491937.8937201297	148.6675928225167	[0.0032877133544571527, -0.006099572870468992, 2.48962485009466e-10, -0.006099572870468994, 0.012519840127537776, -4.753233645106399e-10, 2.489624850094665e-10, -4.753233645106391e-10, 0.0002544055088882311]
4290786.276182268	491932.7472755283	148.57450644158382	4290784.053551805	491937.8937201297	148.6675928225167	[0.0032877133544571527, -0.006099572870468992, 2.48962485009466e-10, -0.006099572870468994, 0.012519840127537776, -4.753233645106399e-10, 2.489624850094665e-10, -4.753233645106391e-10, 0.0002544055088882311]
4290786.276182268	491932.7472755283	148.57450644158382	4290784.053551805	491937.8937201297	148.6675928225167	[0.0032877133544571527, -0.006099572870468992, 2.48962485009466e-10, -0.006099572870468994, 0.012519840127537776, -4.753233645106399e-10, 2.489624850094665e-10, -4.753233645106391e-10, 0.0002544055088882311]
4290786.276182268	491932.7472755283	148.57450644158382	4290784.053551805	491937.8937201297	148.6675928225167	[0.0032877133544571527, -0.006099572870468992, 2.48962485009466e-10, -0.006099572870468994, 0.012519840127537776, -4.753233645106399e-10, 2.489624850094665e-10, -4.753233645106391e-10, 0.0002544055088882311]
